sampleID,extinc,date,Site,LUtype,Chamber,DateField,DateLab1,DateLab2Inc,DateIncGuess,IncBlank,ExtractionSoilWeight,ExtractantVol,SoilWetWeight_DarroMinusBaggie,SoilDryWeight_TownMinusPapBag,CENAnitrppm,CENAammppm,CENAnitrppmBnks,CENAammppmBnks,CENAnitrppmBnkCor,CENAammppmBnkCor,MBLnitrppm,MBLammppm,NotesN,DiscardN
ext F1B_,ext,NA,F1,F,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1731,0.2974766,NA,NA,NA,NA,,,Don't know when these are from (Dec?),Y
ext F1C_,ext,NA,F1,F,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1375,0.4921271,NA,NA,NA,NA,,,Don't know when these are from (Dec?),Y
ext F1D_,ext,NA,F1,F,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14195,0.0830391,NA,NA,NA,NA,,,Don't know when these are from (Dec?),Y
ext F1E_,ext,NA,F1,F,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0841,0.3577024,NA,NA,NA,NA,,,Don't know when these are from (Dec?),Y
ext F3A_,ext,NA,F3,F,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19535,NA,NA,NA,NA,NA,,,Don't know when these are from (Dec?),Y
ext F3B_,ext,NA,F3,F,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.182,0.029,NA,NA,NA,NA,,,Don't know when these are from (Dec?),Y
ext F3C_,ext,NA,F3,F,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0227,0.65,NA,NA,NA,NA,,,Don't know when these are from (Dec?),Y
ext F3D_,ext,NA,F3,F,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0227,1.015,NA,NA,NA,NA,,,Don't know when these are from (Dec?),Y
ext F3E_,ext,NA,F3,F,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086325,1.1965,NA,NA,NA,NA,,,Don't know when these are from (Dec?),Y
ext M2A_,ext,NA,M2,M,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23095,0.233,NA,NA,NA,NA,,,Don't know when these are from (Dec?),Y
ext M2B_,ext,NA,M2,M,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1998,0.151,NA,NA,NA,NA,,,Don't know when these are from (Dec?),Y
ext M2C_,ext,NA,M2,M,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1019,0.167,NA,NA,NA,NA,,,Don't know when these are from (Dec?),Y
ext M2D_,ext,NA,M2,M,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10635,1.522,NA,NA,NA,NA,,,Don't know when these are from (Dec?),Y
ext M2E_,ext,NA,M2,M,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1553,0.244,NA,NA,NA,NA,,,Don't know when these are from (Dec?),Y
incub F2A_20032014,inc,NA,F2,F,A,3/20/14,3/20/14,3/27/14,Y,3/27/14,10.42,50,NA,NA,NA,NA,NA,NA,NA,NA,,,No CENA data,Y
incub F2B_20032014,inc,NA,F2,F,B,3/20/14,3/20/14,3/27/14,Y,3/27/14,9.78,50,NA,NA,NA,NA,NA,NA,NA,NA,,,No CENA data,Y
incub F2C_20032014,inc,NA,F2,F,C,3/20/14,3/20/14,3/27/14,Y,3/27/14,9.77,50,NA,NA,NA,NA,NA,NA,NA,NA,,,No CENA data,Y
incub F2D_20032014,inc,NA,F2,F,D,3/20/14,3/20/14,3/27/14,Y,3/27/14,10.04,50,NA,NA,NA,NA,NA,NA,NA,NA,,,No CENA data,Y
incub F2E_20032014,inc,NA,F2,F,E,3/20/14,3/20/14,3/27/14,Y,3/27/14,10.08,50,NA,NA,NA,NA,NA,NA,NA,NA,,,No CENA data,Y
incub M1A_20032014,inc,NA,M1,M,A,3/20/14,3/20/14,3/27/14,Y,3/27/14,9.43,50,NA,NA,NA,NA,NA,NA,NA,NA,,,No CENA data,Y
incub M1A_27032014,inc,NA,M1,M,A,3/27/14,3/27/14,4/3/14,Y,4/3/14,10.1,50,NA,NA,NA,NA,NA,NA,NA,NA,,,No CENA data,Y
incub M1B_20032014,inc,NA,M1,M,B,3/20/14,3/20/14,3/27/14,Y,3/27/14,9.62,50,NA,NA,NA,NA,NA,NA,NA,NA,,,No CENA data,Y
incub M1B_27032014,inc,NA,M1,M,B,3/27/14,3/27/14,4/3/14,Y,4/3/14,9.89,50,NA,NA,NA,NA,NA,NA,NA,NA,,,No CENA data,Y
incub M1C_20032014,inc,NA,M1,M,C,3/20/14,3/20/14,3/27/14,Y,3/27/14,9.82,50,NA,NA,NA,NA,NA,NA,NA,NA,,,No CENA data,Y
incub M1C_27032014,inc,NA,M1,M,C,3/27/14,3/27/14,4/3/14,Y,4/3/14,10.08,50,NA,NA,NA,NA,NA,NA,NA,NA,,,No CENA data,Y
incub M1D_20032014,inc,NA,M1,M,D,3/20/14,3/20/14,3/27/14,Y,3/27/14,9.83,50,NA,NA,NA,NA,NA,NA,NA,NA,,,No CENA data,Y
incub M1D_27032014,inc,NA,M1,M,D,3/27/14,3/27/14,4/3/14,Y,4/3/14,9.74,50,NA,NA,NA,NA,NA,NA,NA,NA,,,No CENA data,Y
incub M1E_20032014,inc,NA,M1,M,E,3/20/14,3/20/14,3/27/14,Y,3/27/14,10.09,50,NA,NA,NA,NA,NA,NA,NA,NA,,,No CENA data,Y
incub M1E_27032014,inc,NA,M1,M,E,3/27/14,3/27/14,4/3/14,Y,4/3/14,9.99,50,NA,NA,NA,NA,NA,NA,NA,NA,,,No CENA data,Y
incub M3A_30012014,inc,NA,M3,M,A,1/30/14,1/30/14,2/7/14,Y,2/7/14,9.89,50,NA,NA,NA,NA,NA,NA,NA,NA,,,No CENA data,Y
incub M3B_30012014,inc,NA,M3,M,B,1/30/14,1/30/14,2/7/14,Y,2/7/14,10.52,50,NA,NA,NA,NA,NA,NA,NA,NA,,,No CENA data,Y
incub M3C_30012014,inc,NA,M3,M,C,1/30/14,1/30/14,2/7/14,Y,2/7/14,9.88,50,NA,NA,NA,NA,NA,NA,NA,NA,,,No CENA data,Y
incub M3D_30012014,inc,NA,M3,M,D,1/30/14,1/30/14,2/7/14,Y,2/7/14,10.19,50,NA,NA,NA,NA,NA,NA,NA,NA,,,No CENA data,Y
incub M3E_30012014,inc,NA,M3,M,E,1/30/14,1/30/14,2/7/14,Y,2/7/14,10.27,50,NA,NA,NA,NA,NA,NA,NA,NA,,,No CENA data,Y
incub S1A_30012014,inc,NA,S1,S,A,1/30/14,1/30/14,2/7/14,Y,2/7/14,10.11,50,NA,NA,NA,NA,NA,NA,NA,NA,,,No CENA data,Y
incub S1B_30012014,inc,NA,S1,S,B,1/30/14,1/30/14,2/7/14,Y,2/7/14,10.18,50,NA,NA,NA,NA,NA,NA,NA,NA,,,No CENA data,Y
incub S1C_30012014,inc,NA,S1,S,C,1/30/14,1/30/14,2/7/14,Y,2/7/14,10.17,50,NA,NA,NA,NA,NA,NA,NA,NA,,,No CENA data,Y
incub S1D_30012014,inc,NA,S1,S,D,1/30/14,1/30/14,2/7/14,Y,2/7/14,10.12,50,NA,NA,NA,NA,NA,NA,NA,NA,,,No CENA data,Y
incub S1E_30012014,inc,NA,S1,S,E,1/30/14,1/30/14,2/7/14,Y,2/7/14,9.88,50,NA,NA,NA,NA,NA,NA,NA,NA,,,No CENA data,Y
