Site,Chamber,DateField,DateLabBegin,DateLabEnd,SampleID,SoilWetWeight_DarroPlasBaggie,SoilWetWeight_TownOnArrival,SoilDryWeight_TownPapBag,TownBagType,SoilWetWeight_DarroMinusBaggie,SoilDryWeight_TownMinusPapBag,SoilWetDryWeight_MassDifference,SoilMoisture_DryWeightBasis,SampleIDVialExt,ExtractionSoilWeight,ExtractionKCl,SampleIDVialInc,IncubationSoilWeight_80g,IncubationSoilWeight,IncubationKCl,DateLabBeginInc,DateLabEndInc,SampleIDVialIncDOC,DOCSoilWeight,DOCDIWater,DateLabBeginDOC,DateLabEndDOC,Comments,
S1,D,26/3/2014,26/3/2014,,S1D_26032014,124.72,,105.1,small,121.63,102.69,18.94,0.184438602,extr S1D_26032014,9.87,50,incub S1D_26032014,,10.21,50,26/3/2014,,DOC S1D_25032014,5.01,25,26/3/2014,,acid washed specimen cups,
S1,E,26/3/2014,26/3/2014,,S1E_26032014,156.26,,129.8,small,153.17,127.39,25.78,0.202370673,extr S1E_26032014,10.14,50,incub S1E_26032014,,9.81,50,26/3/2014,,DOC S1E_25032014,4.98,25,26/3/2014,,acid washed specimen cups,
Ext Blank,NA,NaN,26/3/2014,,ext bnk 26032014,NA,,NA,NA,NA,NA,NA,NA,ext bnk 26032014,NA,50,NA,,NA,NA,NaN,NaN,NA,NA,NA,NaN,NaN,,
Ext Blank,NA,NaN,26/3/2014,,ext bnk 26032014,NA,,NA,NA,NA,NA,NA,NA,ext bnk 26032014,NA,50,NA,,NA,NA,NaN,NaN,NA,NA,NA,NaN,NaN,,
Ext Blank,NA,NaN,26/3/2014,,ext bnk 26032014,NA,,NA,NA,NA,NA,NA,NA,ext bnk 26032014,NA,50,NA,,NA,NA,NaN,NaN,NA,NA,NA,NaN,NaN,,
Ext Blank S1,NA,NaN,26/3/2014,,ext bnkS1 26032014,NA,,NA,NA,NA,NA,NA,NA,ext bnkS1 26032014,NA,50,NA,,NA,NA,NaN,NaN,NA,NA,NA,NaN,NaN,"S1 had acid washed specimen cups; SM did not, so needs separete blanks",
Ext Blank S1,NA,NaN,26/3/2014,,ext bnkS1 26032014,NA,,NA,NA,NA,NA,NA,NA,ext bnkS1 26032014,NA,50,NA,,NA,NA,NaN,NaN,NA,NA,NA,NaN,NaN,,
Ext Blank S1,NA,NaN,26/3/2014,,ext bnkS1 26032014,NA,,NA,NA,NA,NA,NA,NA,ext bnkS1 26032014,NA,50,NA,,NA,NA,NaN,NaN,NA,NA,NA,NaN,NaN,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,A,27/3/2014,27/3/2014,,M1A_27032014,131.48,,105.7,small,128.39,103.29,25.1,0.243005131,extr M1A_27032014,10.29,50,incub M1A_27032014,,10.1,50,27/3/2014,,DOC M1A_27032014,4.99,25,27/3/2014,,,
M1,B,27/3/2014,27/3/2014,,M1B_27032014,109.47,,88.8,small,106.38,86.39,19.99,0.231392522,extr M1B_27032014,9.59,50,incub M1B_27032014,,9.89,50,27/3/2014,,DOC M1B_27032014,5.24,25,27/3/2014,,,
M1,C,27/3/2014,27/3/2014,,M1C_27032014,182.48,,148.2,small,179.39,145.79,33.6,0.230468482,extr M1C_27032014,9.75,50,incub M1C_27032014,,10.08,50,27/3/2014,,DOC M1C_27032014,4.95,25,27/3/2014,,,
M1,D,27/3/2014,27/3/2014,,M1D_27032014,184.25,,150.1,small,181.16,147.69,33.47,0.226623333,extr M1D_27032014,10.28,50,incub M1D_27032014,,9.74,50,27/3/2014,,DOC M1D_27032014,4.96,25,27/3/2014,,,
M1,E,27/3/2014,27/3/2014,,M1E_27032014,127.34,,99.9,small,124.25,97.49,26.76,0.274489691,extr M1E_27032014,10.29,50,incub M1E_27032014,,9.99,50,27/3/2014,,DOC M1E_27032014,5.02,25,27/3/2014,,,
Ext Blank,NA,NaN,27/3/2014,,ext bnk 27032014,NA,,NA,NA,NA,NA,NA,NA,ext bnk 27032014,NA,50,NA,,NA,NA,NaN,NaN,NA,NA,NA,NaN,NaN,,
Ext Blank,NA,NaN,27/3/2014,,ext bnk 27032014,NA,,NA,NA,NA,NA,NA,NA,ext bnk 27032014,NA,50,NA,,NA,NA,NaN,NaN,NA,NA,NA,NaN,NaN,,
Ext Blank,NA,NaN,27/3/2014,,ext bnk 27032014,NA,,NA,NA,NA,NA,NA,NA,ext bnk 27032014,NA,50,NA,,NA,NA,NaN,NaN,NA,NA,NA,NaN,NaN,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,A,1/4/14,2/4/14,,M2A_02042014,183.88,,137.2,small,180.79,134.79,46,0.341271608,extr M2A_02042014,9.8,50,incub M2A_02042014,,9.44,50,2/4/14,,DOC M2A_25032014,4.88,25,2/4/14,,,
M2,B,1/4/14,2/4/14,,M2B_02042014,192.55,,141.6,small,189.46,139.19,50.27,0.361161003,extr M2B_02042014,9.92,50,incub M2B_02042014,,9.7,50,2/4/14,,DOC M2B_25032014,5.34,25,2/4/14,,,
M2,C,1/4/14,2/4/14,,M2C_02042014,139.93,,103.6,small,151.62,101.19,50.43,0.498369404,extr M2C_02042014,9.87,50,incub M2C_02042014,,9.85,50,2/4/14,,DOC M2C_25032014,5.44,25,2/4/14,,,
M2,D,1/4/14,2/4/14,,M2D_02042014,90.79,,66.2,small,87.7,63.79,23.91,0.37482364,extr M2D_02042014,9.35,50,incub M2D_02042014,,9.79,50,2/4/14,,DOC M2D_25032014,4.73,25,2/4/14,,,
M2,E,1/4/14,2/4/14,,M2E_02042014,154.71,,114.7,small,151.62,112.29,39.33,0.350253807,extr M2E_02042014,10.02,50,incub M2E_02042014,,10.54,50,2/4/14,,DOC M2E_25032014,5.33,25,2/4/14,,,
M3,A,2/4/14,2/4/14,,M3A_02042014,137.18,,113.4,small,134.09,110.99,23.1,0.208126858,extr M3A_02042014,10.33,50,incub M3A_02042014,,9.73,50,2/4/14,,DOC M3A_25032014,5.12,25,2/4/14,,,
M3,B,2/4/14,2/4/14,,M3B_02042014,172.35,,144.3,small,169.26,141.89,27.37,0.192895905,extr M3B_02042014,9.92,50,incub M3B_02042014,,10.04,50,2/4/14,,DOC M3B_25032014,5.01,25,2/4/14,,,
M3,C,2/4/14,2/4/14,,M3C_02042014,129.13,,104.9,small,126.04,102.49,23.55,0.229778515,extr M3C_02042014,10.16,50,incub M3C_02042014,,9.94,50,2/4/14,,DOC M3C_25032014,5.25,25,2/4/14,,One of these DOC ones doesn't exist because the liquid leaked out overnight.,
M3,D,2/4/14,2/4/14,,M3D_02042014,122.38,,101,small,119.29,98.59,20.7,0.209960442,extr M3D_02042014,10.45,50,incub M3D_02042014,,10.39,50,2/4/14,,DOC M3D_25032014,4.41,25,2/4/14,,,
M3,E,2/4/14,2/4/14,,M3E_02042014,107.77,,89.6,small,104.68,87.19,17.49,0.200596399,extr M3E_02042014,9.99,50,incub M3E_02042014,,9.81,50,2/4/14,,DOC M3E_25032014,5.19,25,2/4/14,,,
F3,A,2/4/14,2/4/14,,F3A_02042014,127.6,,101.2,small,124.51,98.79,25.72,0.260350238,extr F3A_02042014,10.36,50,incub F3A_02042014,,9.79,50,2/4/14,,DOC F3A_02042014,5.3,25,2/4/14,,,
F3,B,2/4/14,2/4/14,,F3B_02042014,118.47,,92,small,115.38,89.59,25.79,0.287866949,extr F3B_02042014,9.44,50,incub F3B_02042014,,9.36,50,2/4/14,,DOC F3B_02042014,5.03,25,2/4/14,,,
F3,C,2/4/14,2/4/14,,F3C_02042014,116.66,,91.6,small,113.57,89.19,24.38,0.27334903,extr F3C_02042014,9.27,50,incub F3C_02042014,,9.51,50,2/4/14,,DOC F3C_02042014,5.17,25,2/4/14,,,
F3,D,2/4/14,2/4/14,,F3D_02042014,130.4,,102.9,small,127.31,100.49,26.82,0.266892228,extr F3D_02042014,10.33,50,incub F3D_02042014,,10.09,50,2/4/14,,DOC F3D_02042014,4.64,25,2/4/14,,,
F3,E,2/4/14,2/4/14,,F3E_02042014,NA,,NA,NA,NA,NA,NA,NA,extr F3E_02042014,NA,50,incub F3E_02042014,,NA,50,2/4/14,,DOC F3E_02042014,NA,25,2/4/14,,"To save vials, didn't do a 5th chamber in forest sites",
Ext Blank,NA,NaN,2/4/14,,ext bnk 02042014,NA,,NA,NA,NA,NA,NA,NA,ext bnk 02042014,NA,50,NA,,NA,NA,NaN,NaN,NA,NA,NA,NaN,NaN,,
Ext Blank,NA,NaN,2/4/14,,ext bnk 02042014,NA,,NA,NA,NA,NA,NA,NA,ext bnk 02042014,NA,50,NA,,NA,NA,NaN,NaN,NA,NA,NA,NaN,NaN,,
Ext Blank,NA,NaN,2/4/14,,ext bnk 02042014,NA,,NA,NA,NA,NA,NA,NA,ext bnk 02042014,NA,50,NA,,NA,NA,NaN,NaN,NA,NA,NA,NaN,NaN,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,A,3/4/14,3/4/14,,F2A_03042014,118.28,,94.5,small,115.19,92.09,23.1,0.250841568,extr F2A_03042014,9.72,50,incub F2A_03042014,,10.01,50,3/4/14,,DOC F2A_03042014,4.75,25,3/4/14,,,
F2,B,3/4/14,3/4/14,,F2B_03042014,114.15,,91.4,small,111.06,88.99,22.07,0.248005394,extr F2B_03042014,9.64,50,incub F2B_03042014,,9.79,50,3/4/14,,DOC F2B_03042014,4.94,25,3/4/14,,,
F2,C,3/4/14,3/4/14,,F2C_03042014,146.79,,115.6,small,143.7,113.19,30.51,0.26954678,extr F2C_03042014,9.81,50,incub F2C_03042014,,9.84,50,3/4/14,,DOC F2C_03042014,5.28,25,3/4/14,,,
F2,D,3/4/14,3/4/14,,F2D_03042014,132.37,,106.7,small,129.28,104.29,24.99,0.23962029,extr F2D_03042014,9.67,50,incub F2D_03042014,,10.13,50,3/4/14,,DOC F2D_03042014,5.26,25,3/4/14,,,
F2,E,3/4/14,3/4/14,,F2E_03042014,NA,,NA,NA,NA,NA,NA,NA,extr F2E_03042014,NA,50,incub F2E_03042014,,NA,50,3/4/14,,DOC F2E_03042014,NA,25,3/4/14,,"To save vials, didn't do a 5th chamber in forest sites",
Ext Blank,NA,NaN,3/4/14,,ext bnk 03042014,NA,,NA,NA,NA,NA,NA,NA,ext bnk 03042014,NA,50,NA,,NA,NA,NaN,NaN,NA,NA,NA,NaN,NaN,,
Ext Blank,NA,NaN,3/4/14,,ext bnk 03042014,NA,,NA,NA,NA,NA,NA,NA,ext bnk 03042014,NA,50,NA,,NA,NA,NaN,NaN,NA,NA,NA,NaN,NaN,,
Ext Blank,NA,NaN,3/4/14,,ext bnk 03042014,NA,,NA,NA,NA,NA,NA,NA,ext bnk 03042014,NA,50,NA,,NA,NA,NaN,NaN,NA,NA,NA,NaN,NaN,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FA1,A,11/6/13,11/6/13,12/6/13,F1A_1162013,62.11,61,52.4,small,59.02,49.99,9.03,0.180636127,extr F1A_1162013,10.14,50,incub F1A_1162013,67.07,10.22,50,18/6/2013,19/6/2013,,,,,,,
FA1,B,11/6/13,11/6/13,12/6/13,F1B_1162013,73.46,72.4,61.1,small,70.37,58.69,11.68,0.199011757,extr F1B_1162013,9.99,50,incub F1B_1162013,43.01,9.98,50,18/6/2013,19/6/2013,,,,,,,
FA1,C,11/6/13,11/6/13,12/6/13,F1C_1162013,38.84,38.1,32,small,35.75,29.59,6.16,0.208178439,extr F1C_1162013,10.06,50,incub F1C_1162013,55.84,9.97,50,18/6/2013,19/6/2013,,,,,,,
FA1,D,11/6/13,11/6/13,12/6/13,F1D_1162013,33.97,33.1,27.1,small,30.88,24.69,6.19,0.250708789,extr F1D_1162013,9.86,50,incub F1D_1162013,28.94,10.06,50,18/6/2013,19/6/2013,,,,,,,
FA1,E,11/6/13,11/6/13,12/6/13,F1E_1162013,41.13,40.1,34.3,small,38.04,31.89,6.15,0.192850423,extr F1E_1162013,9.95,50,incub F1E_1162013,56.26,9.96,50,18/6/2013,19/6/2013,,,,,,,
Blank,NA,NaN,11/6/13,12/6/13,bnk 1162013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 1162013,NA,50,NA,NA,NA,NA,NaN,NaN,,,,,,,
Blank,NA,NaN,11/6/13,12/6/13,bnk 1162013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 1162013,NA,50,NA,NA,NA,NA,NaN,NaN,,,,,,,
Blank,NA,NaN,11/6/13,12/6/13,bnk 1162013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 1162013,NA,50,NA,NA,NA,NA,NaN,NaN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S1,A,13/6/2013,13/6/2013,14/6/2013,S1A_1362013,124.7,123.9,111.9,small,121.61,109.49,12.12,0.110695041,extr S1A_1362013,9.91,50,incub S1A_1362013,57.29,10.05,50,20/6/2013,21/6/2013,,,,,,,
S1,B,13/6/2013,13/6/2013,14/6/2013,S1B_1362013,127.81,127.1,115.4,small,124.72,112.99,11.73,0.103814497,extr S1B_1362013,10.38,50,incub S1B_1362013,53.85,10.38,50,20/6/2013,21/6/2013,,,,,,,
S1,C,13/6/2013,13/6/2013,14/6/2013,S1C_1362013,114.15,113.4,103.8,small,111.06,101.39,9.67,0.095374297,extr S1C_1362013,10.79,50,incub S1C_1362013,54.7,10.33,50,20/6/2013,21/6/2013,,,,,,,
S1,D,13/6/2013,13/6/2013,14/6/2013,S1D_1362013,126.27,125.4,111.6,small,123.18,109.19,13.99,0.128125286,extr S1D_1362013,9.59,50,incub S1D_1362013,57.31,10.12,50,20/6/2013,21/6/2013,,,,,,,
S1,E,13/6/2013,13/6/2013,14/6/2013,S1E_1362013,167.24,166.2,153.7,small,164.15,151.29,12.86,0.085002313,extr S1E_1362013,10.04,50,incub S1E_1362013,53.59,9.9,50,20/6/2013,21/6/2013,,,,,,,
F2,A,13/6/2013,13/6/2013,14/6/2013,F2A_1362013,120.39,119.5,103,small,117.3,100.59,16.71,0.166119893,extr F2A_1362013,10.35,50,incub F2A_1362013,54.19,10.06,50,20/6/2013,21/6/2013,,,,,,,
F2,B,13/6/2013,13/6/2013,14/6/2013,F2B_1362013,151.68,150.8,128.6,small,148.59,126.19,22.4,0.177510104,extr F2B_1362013,10.09,50,incub F2B_1362013,50.6,9.65,50,20/6/2013,21/6/2013,,,,,,,
F2,C,13/6/2013,13/6/2013,14/6/2013,F2C_1362013,158.98,157.8,135.9,small,155.89,133.49,22.4,0.167802832,extr F2C_1362013,9.81,50,incub F2C_1362013,51.35,10.48,50,20/6/2013,21/6/2013,,,,,,,
F2,D,13/6/2013,13/6/2013,14/6/2013,F2D_1362013,164.35,163.2,138.1,small,161.26,135.69,25.57,0.188444248,extr F2D_1362013,10.62,50,incub F2D_1362013,54.54,9.63,50,20/6/2013,21/6/2013,,,,,,,
F2,E,13/6/2013,13/6/2013,14/6/2013,F2E_1362013,154.5,153.5,131.9,small,151.41,129.49,21.92,0.169279481,extr F2E_1362013,10.63,50,incub F2E_1362013,56.9,10.07,50,20/6/2013,21/6/2013,,,,,,,
Blank,NA,NaN,13/6/2013,14/6/2013,bnk 1362013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 1162013,NA,50,NA,NA,NA,NA,NaN,NaN,,,,,,,
Blank,NA,NaN,13/6/2013,14/6/2013,bnk 1362013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 1162013,NA,50,NA,NA,NA,NA,NaN,NaN,,,,,,,
Blank,NA,NaN,13/6/2013,14/6/2013,bnk 1362013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 1162013,NA,50,NA,NA,NA,NA,NaN,NaN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,A,14/6/2013,14/6/2013,16/6/2013,M1A_1462013,166.71,166,146.2,small,163.62,143.79,19.83,0.137909451,extr M1A_1462013,9.82,50,incub M1A_1462013,51.65,9.88,50,21/6/2013,22/6/2013,,,,,,,
M1,B,14/6/2013,14/6/2013,16/6/2013,M1B_1462013,151.96,151.3,127.6,small,148.87,125.19,23.68,0.189152488,extr M1B_1462013,10.33,50,incub M1B_1462013,51.36,10.75,50,21/6/2013,22/6/2013,,,,,,,
M1,C,14/6/2013,14/6/2013,16/6/2013,M1C_1462013,195.23,194.6,168.2,small,192.14,165.79,26.35,0.158936003,extr M1C_1462013,10.57,50,incub M1C_1462013,53.49,10.3,50,21/6/2013,22/6/2013,,,,,,,
M1,D,14/6/2013,14/6/2013,16/6/2013,M1D_1462013,152.19,151.6,129.5,small,149.1,127.09,22.01,0.173184358,extr M1D_1462013,9.56,50,incub M1D_1462013,60.49,10.93,50,21/6/2013,22/6/2013,,,,,,,
M1,E,14/6/2013,14/6/2013,16/6/2013,M1E_1462013,147.67,147,128.3,small,144.58,125.89,18.69,0.148462944,extr M1E_1462013,10.26,50,incub M1E_1462013,54.83,10.24,50,21/6/2013,22/6/2013,,,,,,,
F3,A,14/6/2013,14/6/2013,16/6/2013,F3A_1462013,153.76,152.9,130,small,150.67,127.59,23.08,0.180891919,extr F3A_1462013,10.7,50,incub F3A_1462013,55.57,10.56,50,21/6/2013,22/6/2013,,,,,,,
F3,B,14/6/2013,14/6/2013,16/6/2013,F3B_1462013,149.96,149.2,126.3,small,146.87,123.89,22.98,0.185487126,extr F3B_1462013,9.88,50,incub F3B_1462013,58.07,10.71,50,21/6/2013,22/6/2013,,,,,,,
F3,C,14/6/2013,14/6/2013,16/6/2013,F3C_1462013,180.22,179.3,153.2,small,177.13,150.79,26.34,0.174680019,extr F3C_1462013,10.24,50,incub F3C_1462013,49.86,9.74,50,21/6/2013,22/6/2013,,,,,,,
F3,D,14/6/2013,14/6/2013,16/6/2013,F3D_1462013,172.38,171.6,146.9,small,169.29,144.49,24.8,0.171638176,extr F3D_1462013,10.02,50,incub F3D_1462013,52.29,9.8,50,21/6/2013,22/6/2013,,,,,,,
F3,E,14/6/2013,14/6/2013,16/6/2013,F3E_1462013,163.08,162.2,140.3,small,159.99,137.89,22.1,0.160272681,extr F3E_1462013,10.29,50,incub F3E_1462013,49.27,10.2,50,21/6/2013,22/6/2013,,,,,,,
Blank,NA,NaN,14/6/2013,16/6/2013,bnk 1462013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 1462013,NA,50,NA,NA,NA,NA,NaN,NaN,,,,,,,
Blank,NA,NaN,14/6/2013,16/6/2013,bnk 1462013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 1462013,NA,50,NA,NA,NA,NA,NaN,NaN,,,,,,,
Blank,NA,NaN,14/6/2013,16/6/2013,bnk 1462013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 1462013,NA,50,NA,NA,NA,NA,NaN,NaN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,A,18/6/2013,18/6/2013,19/6/2013,M2A_1862013,88.58,87.4,76,small,85.49,73.59,11.9,0.161706754,extr M2A_1862013,10.06,50,incub M2A_1862013,9.92,9.92,50,25/6/2013,26/6/2013,,,,,,,
M2,B,18/6/2013,18/6/2013,19/6/2013,M2B_1862013,110.23,109.1,93.9,small,107.14,91.49,15.65,0.171056946,extr M2B_1862013,10.96,50,incub M2B_1862013,10.26,10.26,50,25/6/2013,26/6/2013,,,,,,,
M2,C,18/6/2013,18/6/2013,19/6/2013,M2C_1862013,126.4,125,109,small,123.31,106.59,16.72,0.156862745,extr M2C_1862013,9.95,50,incub M2C_1862013,10.37,10.37,50,25/6/2013,26/6/2013,,,,,,,
M2,D,18/6/2013,18/6/2013,19/6/2013,M2D_1862013,111.69,110.4,95.3,small,108.6,92.89,15.71,0.169124771,extr M2D_1862013,10.24,50,incub M2D_1862013,10.19,10.19,50,25/6/2013,26/6/2013,,,,,,,
M2,E,18/6/2013,18/6/2013,19/6/2013,M2E_1862013,112.38,111.2,95.5,small,109.29,93.09,16.2,0.174025137,extr M2E_1862013,10.07,50,incub M2E_1862013,9.98,9.98,50,25/6/2013,26/6/2013,,,,,,,
M3,A,18/6/2013,18/6/2013,19/6/2013,M3A_1862013,134.15,132.7,118.7,small,131.06,116.29,14.77,0.127010061,extr M3A_1862013,9.99,50,incub M3A_1862013,10.29,10.29,50,25/6/2013,26/6/2013,,,,,,,
M3,B,18/6/2013,18/6/2013,19/6/2013,M3B_1862013,186.23,184.5,164.1,small,183.14,161.69,21.45,0.132661265,extr M3B_1862013,10.04,50,incub M3B_1862013,10.15,10.15,50,25/6/2013,26/6/2013,,,,,,,
M3,C,18/6/2013,18/6/2013,19/6/2013,M3C_1862013,171.52,170.1,152.2,small,168.43,149.79,18.64,0.124440884,extr M3C_1862013,9.96,50,incub M3C_1862013,9.92,9.92,50,25/6/2013,26/6/2013,,,,,,,
M3,D,18/6/2013,18/6/2013,19/6/2013,M3D_1862013,171.001,169.4,151.4,small,167.911,148.99,18.921,0.1269951,extr M3D_1862013,9.92,50,incub M3D_1862013,10.12,10.12,50,25/6/2013,26/6/2013,,,,,,,
M3,E,18/6/2013,18/6/2013,19/6/2013,M3E_1862013,168.37,167,148.2,small,165.28,145.79,19.49,0.133685438,extr M3E_1862013,9.96,50,incub M3E_1862013,10.16,10.16,50,25/6/2013,26/6/2013,,,,,,,
S2,A,18/6/2013,18/6/2013,19/6/2013,S2A_1862013,140.57,139.2,129,small,137.48,126.59,10.89,0.086025752,extr S2A_1862013,10.22,50,incub S2A_1862013,10.14,10.14,50,25/6/2013,26/6/2013,,,,,,,
S2,B,18/6/2013,18/6/2013,19/6/2013,S2B_1862013,165.87,164.4,152.5,small,162.78,150.09,12.69,0.08454927,extr S2B_1862013,10.25,50,incub S2B_1862013,10.13,10.13,50,25/6/2013,26/6/2013,,,,,,,
S2,C,18/6/2013,18/6/2013,19/6/2013,S2C_1862013,188.95,187.4,174.6,small,185.86,172.19,13.67,0.079389047,extr S2C_1862013,10.17,50,incub S2C_1862013,10.35,10.35,50,25/6/2013,26/6/2013,,,,,,,
S2,D,18/6/2013,18/6/2013,19/6/2013,S2D_1862013,192.53,190.9,178.1,small,189.44,175.69,13.75,0.078262849,extr S2D_1862013,10.15,50,incub S2D_1862013,9.99,9.99,50,25/6/2013,26/6/2013,,,,,,,
S2,E,18/6/2013,18/6/2013,19/6/2013,S2E_1862013,147.1,145.7,135.4,small,144.01,132.99,11.02,0.082863373,extr S2E_1862013,10.11,50,incub S2E_1862013,10.07,10.07,50,25/6/2013,26/6/2013,,,,,,,
Blank,NA,NaN,18/6/2013,19/6/2013,bnk 1862013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 1862013,NA,50,NA,NA,NA,NA,NaN,NaN,,,,,,,
Blank,NA,NaN,18/6/2013,19/6/2013,bnk 1862013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 1862013,NA,50,NA,NA,NA,NA,NaN,NaN,,,,,,,
Blank,NA,NaN,18/6/2013,19/6/2013,bnk 1862013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 1862013,NA,50,NA,NA,NA,NA,NaN,NaN,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,A,19/6/2013,19/6/2013,20/6/2013,S3A_1962013,153.57,152.2,131.1,small,150.48,128.69,21.79,0.169321626,extr S3A_1962013,9.72,50,incub S3A_1962013,10.73,10.73,50,26/6/2013,,,,,,,,
S3,B,19/6/2013,19/6/2013,20/6/2013,S3B_1962013,183.36,181.8,154.2,small,180.27,151.79,28.48,0.187627643,extr S3B_1962013,10.04,50,incub S3B_1962013,9.88,9.88,50,26/6/2013,,,,,,,,
S3,C,19/6/2013,19/6/2013,20/6/2013,S3C_1962013,156.8,155.1,130.2,small,153.71,127.79,25.92,0.202832773,extr S3C_1962013,10.5,50,incub S3C_1962013,9.65,9.65,50,26/6/2013,,,,,,,,
S3,D,19/6/2013,19/6/2013,20/6/2013,S3D_1962013,138.12,137,118.3,small,135.03,115.89,19.14,0.165156614,extr S3D_1962013,10.36,50,incub S3D_1962013,10.66,10.66,50,26/6/2013,,,,,,,,
S3,E,19/6/2013,19/6/2013,20/6/2013,S3E_1962013,189.001,187.6,161.1,small,185.911,158.69,27.221,0.171535699,extr S3E_1962013,9.76,50,incub S3E_1962013,10.14,10.14,50,26/6/2013,,,,,,,,
Blank,NA,NaN,19/6/2013,20/6/2013,bnk 1962013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 1962013,NA,50,NA,NA,NA,NA,NaN,,,,,,,,
Blank,NA,NaN,19/6/2013,20/6/2013,bnk 1962013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 1962013,NA,50,NA,NA,NA,NA,NaN,,,,,,,,
Blank,NA,NaN,19/6/2013,20/6/2013,bnk 1962013,NA,NA,NA,NA,NA,NA,NA,NA,bnk 1962013,NA,50,NA,NA,NA,NA,NaN,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,A,20/6/2013,20/6/2013,,M1A_2062013,192.34,191,168.6,small,189.25,166.19,23.06,0.138756845,extr M1A_2062013,9.88,50,incub M1A_2062013,10.14,10.14,50,,,,,,,,,
M1,B,20/6/2013,20/6/2013,,M1B_2062013,167.17,166,147.5,small,164.08,145.09,18.99,0.130884279,extr M1B_2062013,9.86,50,incub M1B_2062013,10.22,10.22,50,,,,,,,,,
M1,C,20/6/2013,20/6/2013,,M1C_2062013,137.86,136.8,120.5,small,134.77,118.09,16.68,0.141248201,extr M1C_2062013,10.19,50,incub M1C_2062013,10.31,10.31,50,,,,,,,,,
M1,D,20/6/2013,20/6/2013,,M1D_2062013,176.22,174.9,155,small,173.13,152.59,20.54,0.134609083,extr M1D_2062013,10.11,50,incub M1D_2062013,10.02,10.02,50,,,,,,,,,
M1,E,20/6/2013,20/6/2013,,M1E_2062013,198.22,197,174.1,small,195.13,171.69,23.44,0.136525133,extr M1E_2062013,10.33,50,incub M1E_2062013,10.01,10.01,50,,,,,,,,,
S1,A,20/6/2013,20/6/2013,,S1A_2062013,169.56,168.4,154.5,small,166.47,152.09,14.38,0.09454928,extr S1A_2062013,10.28,50,incub S1A_2062013,10.23,10.23,50,,,,,,,,,
S1,B,20/6/2013,20/6/2013,,S1B_2062013,192.21,190.8,174.5,small,189.12,172.09,17.03,0.098959847,extr S1B_2062013,10.23,50,incub S1B_2062013,10.19,10.19,50,,,,,,,,,
S1,C,20/6/2013,20/6/2013,,S1C_2062013,184.36,183,167.8,small,181.27,165.39,15.88,0.096015479,extr S1C_2062013,10.22,50,incub S1C_2062013,9.99,9.99,50,,,,,,,,,
S1,D,20/6/2013,20/6/2013,,S1D_2062013,182.61,181.3,167.3,small,179.52,164.89,14.63,0.088725817,extr S1D_2062013,10.06,50,incub S1D_2062013,10.1,10.1,50,,,,,,,,,
S1,E,20/6/2013,20/6/2013,,S1E_2062013,197.91,196.6,179.5,small,194.82,177.09,17.73,0.100118584,extr S1E_2062013,9.97,50,incub S1E_2062013,9.98,9.98,50,,,,,,,,,
F2,A,20/6/2013,20/6/2013,,F2A_2062013,165.73,164.5,140.8,small,162.64,138.39,24.25,0.175229424,extr F2A_2062013,10.06,50,incub F2A_2062013,9.9,9.9,50,,,,,,,,,
F2,B,20/6/2013,20/6/2013,,F2B_2062013,143.69,142.7,123.3,small,140.6,120.89,19.71,0.163040781,extr F2B_2062013,10.09,50,incub F2B_2062013,10.19,10.19,50,,,,,,,,,
F2,C,20/6/2013,20/6/2013,,F2C_2062013,158.53,157.5,134.1,small,155.44,131.69,23.75,0.180347786,extr F2C_2062013,10.03,50,incub F2C_2062013,10.11,10.11,50,,,,,,,,,
F2,D,20/6/2013,20/6/2013,,F2D_2062013,166.2,165,139.9,small,163.11,137.49,25.62,0.186340825,extr F2D_2062013,10.1,50,incub F2D_2062013,10.02,10.02,50,,,,,,,,,
